target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000107485.8	3.95603699397207e-27	2.42100944974307e-26	-4.38704593758737	0.406689458508081	3.8134484014458	5.44597199462182	0.0985882796373358	0.111604212139636	0.149506193855058	0.149506193855058
ENSMUST00000167439.2	4.2664914204087e-27	2.61012263553291e-26	-3.99368408209829	0.370462472574183	2.46355829387768	5.14499409527281	0.0274061665437963	0.0394767442853472	0.178457498834869	0.178457498834869
ENSMUST00000021114.5	4.3183199496212e-27	2.64094160200775e-26	4.43485726832181	0.411429009099325	2.35963094097339	2.63065498888851	0.0781915220542326	0.00227957461290253	0.175719222238446	0.175719222238446
ENSMUST00000042334.16	4.41535799515937e-27	2.69937920053643e-26	-1.33414135958568	0.123793970336292	5.98988458440796	0.37705670556782	0.0170218342166748	-0.00469125171798527	0.00596558642075951	0.00596558642075951
ENSMUST00000107156.9	4.56436104124628e-27	2.78953624389071e-26	5.83084276486503	0.541192874358317	3.05364220332186	9.06889924062414	0.25591489848433	-0.251628427585786	0.183419692399995	0.183419692399995
ENSMUST00000128373.2	4.59767277841762e-27	2.8089510411105e-26	-6.27957047664035	0.582877991531384	3.31559154503134	6.76041792608296	0.331892776414026	-0.145780164426035	0.177727353103464	0.177727353103464
ENSMUST00000053413.12	4.68557171303733e-27	2.86169168289869e-26	0.905676651735694	0.0840797026336889	5.9286667593362	0.641784927291117	0.00394615386150679	0.00230071322124786	0.00665794073094754	0.00665794073094754
ENSMUST00000191242.7	4.69939537603393e-27	2.86917096674404e-26	-4.55971494388472	0.423317889737687	2.07623768099077	3.3127635613802	0.103901082987104	-0.0119139559678673	0.164895970670848	0.164895970670848
ENSMUST00000109124.10	4.79257615732355e-27	2.92507970300002e-26	-4.18731102118134	0.388809653065856	2.27089988702768	5.24502973730721	0.0539022289336034	0.149577305461401	0.172857190542183	0.172857190542183
ENSMUST00000152149.2	4.87564129742824e-27	2.9747790646637e-26	1.05453959799979	0.0979328789946863	6.08930414693234	0.464836043809595	0.00940334475998776	0.00091373510394548	0.00498292842229404	0.00498292842229404
ENSMUST00000227842.2	5.01553558693506e-27	3.05910668193075e-26	4.88175903423939	0.453468431480204	1.54952711808104	4.46026415859159	0.174220560732624	0.09644330353786	0.13422986679105	0.13422986679105
ENSMUST00000114012.8	5.0477467238186e-27	3.07772099942383e-26	7.30025097032376	0.678160202530963	2.43662087472077	9.95122188574298	0.410279437399817	0.279572453045438	0.177810934865936	0.279572453045438
ENSMUST00000119947.2	5.051354766552e-27	3.07888875650294e-26	-5.74059774413072	0.533278752690274	1.97574792400056	5.55054368622674	0.266614580604078	-0.156597125140519	0.159964761502264	0.159964761502264
ENSMUST00000164108.8	5.073775242887e-27	3.09151839590046e-26	6.70260227388482	0.622668753833568	3.26979553634444	8.07057901921862	0.402684566523308	0.0749978091873408	0.178889998977664	0.178889998977664
ENSMUST00000002923.10	5.07693708856179e-27	3.09240896740663e-26	0.441026004146515	0.0409713369879046	7.04375078922297	0.122614324074204	0.00169765503598404	-0.000533765511348706	0.000820320645880611	0.000820320645880611
ENSMUST00000003687.8	5.12868959397176e-27	3.12288605072509e-26	-4.53337633720795	0.421187437528931	3.18199949287377	4.6463551184752	0.0852289260345297	0.0181916843949963	0.180869360263752	0.180869360263752
ENSMUST00000225289.2	5.1450380852959e-27	3.13179225888092e-26	4.47643303371981	0.41590827242594	2.56762042212898	5.69155518485322	0.0789240907358277	0.0234285037270643	0.180545445872667	0.180545445872667
ENSMUST00000231897.2	5.15687707882772e-27	3.1379484881137e-26	4.82926612348919	0.448699049407404	1.92281248942767	7.22346738084495	0.14482836147821	-0.0854497394939658	0.157167893930452	0.157167893930452
ENSMUST00000190734.2	5.27139602014261e-27	3.20656022790481e-26	-3.9196566413482	0.364253475519941	1.73378792487161	5.65787027876812	0.0528314311674908	0.071839989255018	0.146189460475043	0.146189460475043
ENSMUST00000138283.2	5.35272405361463e-27	3.25494299856713e-26	-6.03764545634213	0.561151634678814	3.83773307187897	7.24922064066559	0.32519479039331	-0.200469454482438	0.147141945260747	0.147141945260747
ENSMUST00000036572.4	5.39244635887681e-27	3.27800181735466e-26	5.4902099123776	0.510304126862714	2.98926897160031	5.08594648180065	0.2065260593705	-0.122889033743218	0.184089393469176	0.184089393469176
ENSMUST00000114348.8	5.49811333349614e-27	3.34111878749174e-26	-4.54184187679007	0.42222539512545	1.88206878818209	5.80695238655952	0.112483818977945	0.0325189377675923	0.154927607455318	0.154927607455318
ENSMUST00000142649.2	5.67447823904862e-27	3.44714128963982e-26	3.79763080654357	0.353136508842063	1.47144834836808	3.56113293953654	0.0582006918196256	-0.0221343174615269	0.128857398996115	0.128857398996115
ENSMUST00000114253.2	5.84776884821189e-27	3.55122603710444e-26	-5.32528005617988	0.495318296991789	2.53418321779606	11.2944487084171	0.188065331472207	-0.178881315372051	0.179944991530063	0.179944991530063
ENSMUST00000182311.8	5.86176259885449e-27	3.55853598624718e-26	-3.94472012941935	0.366916312190389	1.5211797667331	3.32561297363853	0.0696437745652049	-0.0408833919994967	0.132297595661887	0.132297595661887
ENSMUST00000208509.2	5.93990949027151e-27	3.60477390086948e-26	-3.73600165245109	0.347541947290904	1.80243049211908	4.4812267011728	0.0308352387245414	-0.0257691739503435	0.150342868965588	0.150342868965588
